#number of receivers"
         10
#name (4 characters), latitude, longitude in degrees
_FFC   54.725  -101.978
DWPF   28.110  -81.433
_BBB   52.185  -128.11
SLBS   23.686  -109.944
_JCC   40.817  -124.030
AMTX   34.883  -101.681
TEIG   20.225  -88.277
EGMT   48.023  -109.755
LRAL   33.034  -86.998
HLID   43.562  -114.414
